StationName,StationID,year,month,day,hour,tau,PMf
龍潭,EPA021,2019,4,18,9,82,44.24070000
湖口,EPA022,2019,4,18,9,82,27.01190000
竹東,EPA023,2019,4,18,9,82,17.15950000
新竹,EPA024,2019,4,18,9,82,21.47460000
頭份,EPA025,2019,4,18,9,82,23.92750000
苗栗,EPA026,2019,4,18,9,82,39.85990000
三義,EPA027,2019,4,18,9,82,23.45100000
豐原,EPA028,2019,4,18,9,82,18.65400000
沙鹿,EPA029,2019,4,18,9,82,20.33170000
大里,EPA030,2019,4,18,9,82,24.84170000
忠明,EPA031,2019,4,18,9,82,22.24920000
西屯,EPA032,2019,4,18,9,82,22.14670000
彰化,EPA033,2019,4,18,9,82,23.63650000
線西,EPA034,2019,4,18,9,82,24.86210000
二林,EPA035,2019,4,18,9,82,30.37780000
南投,EPA036,2019,4,18,9,82,20.44820000
斗六,EPA037,2019,4,18,9,82,8.31891000
崙背,EPA038,2019,4,18,9,82,15.76570000
新港,EPA039,2019,4,18,9,82,18.24860000
朴子,EPA040,2019,4,18,9,82,15.50160000
臺西,EPA041,2019,4,18,9,82,7.38825000
嘉義,EPA042,2019,4,18,9,82,15.30800000
新營,EPA043,2019,4,18,9,82,17.41690000
善化,EPA044,2019,4,18,9,82,19.44980000
安南,EPA045,2019,4,18,9,82,20.52290000
臺南,EPA046,2019,4,18,9,82,20.67930000
美濃,EPA047,2019,4,18,9,82,6.86873000
橋頭,EPA048,2019,4,18,9,82,15.19060000
仁武,EPA049,2019,4,18,9,82,16.06910000
鳳山,EPA050,2019,4,18,9,82,18.29640000
大寮,EPA051,2019,4,18,9,82,20.60180000
林園,EPA052,2019,4,18,9,82,21.57670000
楠梓,EPA053,2019,4,18,9,82,17.39730000
左營,EPA054,2019,4,18,9,82,8.16929000
前金,EPA056,2019,4,18,9,82,21.43650000
前鎮,EPA057,2019,4,18,9,82,26.86000000
小港,EPA058,2019,4,18,9,82,40.52710000
屏東,EPA059,2019,4,18,9,82,11.98360000
潮州,EPA060,2019,4,18,9,82,24.04620000
恆春,EPA061,2019,4,18,9,82,16.61030000
臺東,EPA062,2019,4,18,9,82,17.56200000
花蓮,EPA063,2019,4,18,9,82,22.84110000
陽明,EPA064,2019,4,18,9,82,24.76380000
宜蘭,EPA065,2019,4,18,9,82,17.76290000
冬山,EPA066,2019,4,18,9,82,19.59190000
三重,EPA067,2019,4,18,9,82,27.37070000
中壢,EPA068,2019,4,18,9,82,28.51970000
竹山,EPA069,2019,4,18,9,82,23.81460000
永和,EPA070,2019,4,18,9,82,23.90260000
復興,EPA071,2019,4,18,9,82,27.22430000
埔里,EPA072,2019,4,18,9,82,18.59970000
關山,EPA080,2019,4,18,9,82,16.35310000
金門,EPA101,2019,4,18,9,82,NULL
馬祖,EPA102,2019,4,18,9,82,NULL
阿里山,EPA103,2019,4,18,9,82,16.73360000
麥寮,EPA110,2019,4,18,9,82,13.74340000
基隆,EPA001,2019,4,18,8,81,25.83760000
汐止,EPA002,2019,4,18,8,81,30.59410000
萬里,EPA003,2019,4,18,8,81,18.26870000
新店,EPA004,2019,4,18,8,81,33.80000000
土城,EPA005,2019,4,18,8,81,33.53200000
板橋,EPA006,2019,4,18,8,81,43.24470000
新莊,EPA007,2019,4,18,8,81,24.27730000
菜寮,EPA008,2019,4,18,8,81,26.71550000
林口,EPA009,2019,4,18,8,81,19.25980000
淡水,EPA010,2019,4,18,8,81,21.34700000
士林,EPA011,2019,4,18,8,81,20.28570000
中山,EPA012,2019,4,18,8,81,19.44890000
萬華,EPA013,2019,4,18,8,81,21.16910000
古亭,EPA014,2019,4,18,8,81,29.12490000
松山,EPA015,2019,4,18,8,81,27.80340000
大同,EPA016,2019,4,18,8,81,23.99430000
桃園,EPA017,2019,4,18,8,81,31.68650000
大園,EPA018,2019,4,18,8,81,19.21180000
觀音,EPA019,2019,4,18,8,81,20.26130000
平鎮,EPA020,2019,4,18,8,81,30.40650000
龍潭,EPA021,2019,4,18,8,81,49.83130000
湖口,EPA022,2019,4,18,8,81,30.11590000
竹東,EPA023,2019,4,18,8,81,16.64000000
新竹,EPA024,2019,4,18,8,81,22.53630000
頭份,EPA025,2019,4,18,8,81,26.65280000
苗栗,EPA026,2019,4,18,8,81,41.06090000
三義,EPA027,2019,4,18,8,81,25.41190000
豐原,EPA028,2019,4,18,8,81,18.58900000
沙鹿,EPA029,2019,4,18,8,81,20.07840000
大里,EPA030,2019,4,18,8,81,25.11660000
忠明,EPA031,2019,4,18,8,81,22.36290000
西屯,EPA032,2019,4,18,8,81,22.69600000
彰化,EPA033,2019,4,18,8,81,22.56330000
線西,EPA034,2019,4,18,8,81,24.28750000
二林,EPA035,2019,4,18,8,81,22.50600000
南投,EPA036,2019,4,18,8,81,20.24960000
斗六,EPA037,2019,4,18,8,81,15.02500000
崙背,EPA038,2019,4,18,8,81,13.24100000
新港,EPA039,2019,4,18,8,81,16.68420000
朴子,EPA040,2019,4,18,8,81,15.10770000
臺西,EPA041,2019,4,18,8,81,7.00058000
嘉義,EPA042,2019,4,18,8,81,13.66120000
新營,EPA043,2019,4,18,8,81,16.03020000
善化,EPA044,2019,4,18,8,81,21.09920000
安南,EPA045,2019,4,18,8,81,21.33100000
臺南,EPA046,2019,4,18,8,81,22.25510000
美濃,EPA047,2019,4,18,8,81,4.59377000
橋頭,EPA048,2019,4,18,8,81,15.25500000
仁武,EPA049,2019,4,18,8,81,16.31660000
鳳山,EPA050,2019,4,18,8,81,16.95970000
大寮,EPA051,2019,4,18,8,81,19.87610000
林園,EPA052,2019,4,18,8,81,21.20720000
楠梓,EPA053,2019,4,18,8,81,18.22820000
左營,EPA054,2019,4,18,8,81,6.97389000
前金,EPA056,2019,4,18,8,81,20.77840000
前鎮,EPA057,2019,4,18,8,81,24.79810000
小港,EPA058,2019,4,18,8,81,46.28920000
屏東,EPA059,2019,4,18,8,81,11.70740000
潮州,EPA060,2019,4,18,8,81,25.99380000
恆春,EPA061,2019,4,18,8,81,16.62280000
臺東,EPA062,2019,4,18,8,81,17.17790000
花蓮,EPA063,2019,4,18,8,81,19.74630000
陽明,EPA064,2019,4,18,8,81,21.27330000
宜蘭,EPA065,2019,4,18,8,81,17.93550000
冬山,EPA066,2019,4,18,8,81,21.53500000
三重,EPA067,2019,4,18,8,81,26.42640000
中壢,EPA068,2019,4,18,8,81,30.24840000
竹山,EPA069,2019,4,18,8,81,25.18280000
永和,EPA070,2019,4,18,8,81,22.98280000
復興,EPA071,2019,4,18,8,81,25.14170000
埔里,EPA072,2019,4,18,8,81,18.07950000
關山,EPA080,2019,4,18,8,81,16.25270000
金門,EPA101,2019,4,18,8,81,NULL
馬祖,EPA102,2019,4,18,8,81,NULL
阿里山,EPA103,2019,4,18,8,81,16.57210000
麥寮,EPA110,2019,4,18,8,81,12.97500000
基隆,EPA001,2019,4,18,7,80,26.31360000
汐止,EPA002,2019,4,18,7,80,27.86290000
萬里,EPA003,2019,4,18,7,80,17.09170000
新店,EPA004,2019,4,18,7,80,29.91380000
土城,EPA005,2019,4,18,7,80,28.54890000
板橋,EPA006,2019,4,18,7,80,36.93640000
新莊,EPA007,2019,4,18,7,80,20.41820000
菜寮,EPA008,2019,4,18,7,80,22.54580000
林口,EPA009,2019,4,18,7,80,18.89800000
淡水,EPA010,2019,4,18,7,80,20.55530000
士林,EPA011,2019,4,18,7,80,19.69360000
中山,EPA012,2019,4,18,7,80,19.25790000
萬華,EPA013,2019,4,18,7,80,18.32180000
古亭,EPA014,2019,4,18,7,80,30.51440000
松山,EPA015,2019,4,18,7,80,30.72340000
大同,EPA016,2019,4,18,7,80,23.10890000
桃園,EPA017,2019,4,18,7,80,35.90300000
大園,EPA018,2019,4,18,7,80,19.08330000
觀音,EPA019,2019,4,18,7,80,20.27190000
平鎮,EPA020,2019,4,18,7,80,31.47250000
龍潭,EPA021,2019,4,18,7,80,57.27390000
湖口,EPA022,2019,4,18,7,80,34.31620000
竹東,EPA023,2019,4,18,7,80,16.75650000
新竹,EPA024,2019,4,18,7,80,24.74030000
頭份,EPA025,2019,4,18,7,80,38.13780000
苗栗,EPA026,2019,4,18,7,80,45.34390000
三義,EPA027,2019,4,18,7,80,27.36770000
豐原,EPA028,2019,4,18,7,80,19.07330000
沙鹿,EPA029,2019,4,18,7,80,20.32920000
大里,EPA030,2019,4,18,7,80,21.66680000
忠明,EPA031,2019,4,18,7,80,22.54920000
西屯,EPA032,2019,4,18,7,80,22.36590000
彰化,EPA033,2019,4,18,7,80,24.48430000
線西,EPA034,2019,4,18,7,80,20.15290000
二林,EPA035,2019,4,18,7,80,19.03080000
南投,EPA036,2019,4,18,7,80,25.25980000
斗六,EPA037,2019,4,18,7,80,15.44880000
崙背,EPA038,2019,4,18,7,80,10.65210000
新港,EPA039,2019,4,18,7,80,15.61310000
朴子,EPA040,2019,4,18,7,80,15.37010000
臺西,EPA041,2019,4,18,7,80,6.77578000
嘉義,EPA042,2019,4,18,7,80,12.06880000
新營,EPA043,2019,4,18,7,80,14.09750000
善化,EPA044,2019,4,18,7,80,20.84390000
安南,EPA045,2019,4,18,7,80,20.44190000
臺南,EPA046,2019,4,18,7,80,21.13360000
美濃,EPA047,2019,4,18,7,80,6.67175000
橋頭,EPA048,2019,4,18,7,80,15.43940000
仁武,EPA049,2019,4,18,7,80,15.52570000
鳳山,EPA050,2019,4,18,7,80,18.32360000
大寮,EPA051,2019,4,18,7,80,22.05110000
林園,EPA052,2019,4,18,7,80,22.73600000
楠梓,EPA053,2019,4,18,7,80,19.42070000
左營,EPA054,2019,4,18,7,80,10.39700000
前金,EPA056,2019,4,18,7,80,21.84530000
前鎮,EPA057,2019,4,18,7,80,24.60440000
小港,EPA058,2019,4,18,7,80,52.71980000
屏東,EPA059,2019,4,18,7,80,16.10610000
潮州,EPA060,2019,4,18,7,80,27.11970000
恆春,EPA061,2019,4,18,7,80,16.61320000
臺東,EPA062,2019,4,18,7,80,17.83960000
花蓮,EPA063,2019,4,18,7,80,20.67110000
陽明,EPA064,2019,4,18,7,80,19.54610000
宜蘭,EPA065,2019,4,18,7,80,18.19590000
冬山,EPA066,2019,4,18,7,80,22.22380000
三重,EPA067,2019,4,18,7,80,30.20540000
中壢,EPA068,2019,4,18,7,80,31.97560000
竹山,EPA069,2019,4,18,7,80,18.32010000
永和,EPA070,2019,4,18,7,80,23.29330000
復興,EPA071,2019,4,18,7,80,26.27040000
埔里,EPA072,2019,4,18,7,80,17.42490000
關山,EPA080,2019,4,18,7,80,16.41630000
金門,EPA101,2019,4,18,7,80,NULL
馬祖,EPA102,2019,4,18,7,80,NULL
阿里山,EPA103,2019,4,18,7,80,16.62110000
麥寮,EPA110,2019,4,18,7,80,12.17430000
基隆,EPA001,2019,4,18,6,79,20.55220000
汐止,EPA002,2019,4,18,6,79,29.82470000
萬里,EPA003,2019,4,18,6,79,17.15470000
新店,EPA004,2019,4,18,6,79,44.72620000
土城,EPA005,2019,4,18,6,79,38.07440000
板橋,EPA006,2019,4,18,6,79,31.98920000
新莊,EPA007,2019,4,18,6,79,20.39120000
菜寮,EPA008,2019,4,18,6,79,23.15220000
林口,EPA009,2019,4,18,6,79,19.45110000
淡水,EPA010,2019,4,18,6,79,21.54140000
士林,EPA011,2019,4,18,6,79,20.13990000
中山,EPA012,2019,4,18,6,79,18.98100000
萬華,EPA013,2019,4,18,6,79,18.47900000
古亭,EPA014,2019,4,18,6,79,33.20840000
松山,EPA015,2019,4,18,6,79,37.57840000
大同,EPA016,2019,4,18,6,79,24.29990000
桃園,EPA017,2019,4,18,6,79,49.58070000
大園,EPA018,2019,4,18,6,79,19.56150000
觀音,EPA019,2019,4,18,6,79,20.73060000
平鎮,EPA020,2019,4,18,6,79,32.56350000
龍潭,EPA021,2019,4,18,6,79,40.82990000
湖口,EPA022,2019,4,18,6,79,35.84460000
竹東,EPA023,2019,4,18,6,79,16.74080000
新竹,EPA024,2019,4,18,6,79,26.21930000
頭份,EPA025,2019,4,18,6,79,34.18320000
苗栗,EPA026,2019,4,18,6,79,33.70160000
三義,EPA027,2019,4,18,6,79,29.97550000
豐原,EPA028,2019,4,18,6,79,19.61690000
沙鹿,EPA029,2019,4,18,6,79,20.85210000
大里,EPA030,2019,4,18,6,79,18.12510000
忠明,EPA031,2019,4,18,6,79,23.19270000
西屯,EPA032,2019,4,18,6,79,20.94570000
彰化,EPA033,2019,4,18,6,79,19.91540000
線西,EPA034,2019,4,18,6,79,19.24020000
二林,EPA035,2019,4,18,6,79,18.88250000
南投,EPA036,2019,4,18,6,79,28.08030000
斗六,EPA037,2019,4,18,6,79,15.36480000
崙背,EPA038,2019,4,18,6,79,10.55470000
新港,EPA039,2019,4,18,6,79,16.07370000
朴子,EPA040,2019,4,18,6,79,16.62490000
臺西,EPA041,2019,4,18,6,79,5.94677000
嘉義,EPA042,2019,4,18,6,79,10.93480000
新營,EPA043,2019,4,18,6,79,13.15740000
善化,EPA044,2019,4,18,6,79,20.37100000
安南,EPA045,2019,4,18,6,79,20.55090000
臺南,EPA046,2019,4,18,6,79,20.57450000
美濃,EPA047,2019,4,18,6,79,12.74180000
橋頭,EPA048,2019,4,18,6,79,16.73980000
仁武,EPA049,2019,4,18,6,79,14.84120000
鳳山,EPA050,2019,4,18,6,79,22.99030000
大寮,EPA051,2019,4,18,6,79,23.87730000
林園,EPA052,2019,4,18,6,79,25.91590000
楠梓,EPA053,2019,4,18,6,79,18.79180000
左營,EPA054,2019,4,18,6,79,10.87970000
前金,EPA056,2019,4,18,6,79,21.60680000
前鎮,EPA057,2019,4,18,6,79,28.10040000
小港,EPA058,2019,4,18,6,79,56.87570000
屏東,EPA059,2019,4,18,6,79,17.62050000
潮州,EPA060,2019,4,18,6,79,29.78390000
恆春,EPA061,2019,4,18,6,79,16.58050000
臺東,EPA062,2019,4,18,6,79,17.65100000
花蓮,EPA063,2019,4,18,6,79,24.88180000
陽明,EPA064,2019,4,18,6,79,21.03200000
宜蘭,EPA065,2019,4,18,6,79,18.26600000
冬山,EPA066,2019,4,18,6,79,24.79980000
三重,EPA067,2019,4,18,6,79,35.00380000
中壢,EPA068,2019,4,18,6,79,36.04150000
竹山,EPA069,2019,4,18,6,79,18.24060000
永和,EPA070,2019,4,18,6,79,24.74110000
復興,EPA071,2019,4,18,6,79,28.74740000
埔里,EPA072,2019,4,18,6,79,17.44900000
關山,EPA080,2019,4,18,6,79,16.84420000
金門,EPA101,2019,4,18,6,79,NULL
馬祖,EPA102,2019,4,18,6,79,NULL
阿里山,EPA103,2019,4,18,6,79,16.57640000
麥寮,EPA110,2019,4,18,6,79,15.28310000
基隆,EPA001,2019,4,18,5,78,17.82130000
汐止,EPA002,2019,4,18,5,78,21.75700000
萬里,EPA003,2019,4,18,5,78,17.50030000
新店,EPA004,2019,4,18,5,78,33.00480000
土城,EPA005,2019,4,18,5,78,24.34100000
板橋,EPA006,2019,4,18,5,78,24.43200000
新莊,EPA007,2019,4,18,5,78,20.94250000
菜寮,EPA008,2019,4,18,5,78,20.79740000
林口,EPA009,2019,4,18,5,78,19.59110000
淡水,EPA010,2019,4,18,5,78,24.64330000
士林,EPA011,2019,4,18,5,78,19.79210000
中山,EPA012,2019,4,18,5,78,19.88150000
萬華,EPA013,2019,4,18,5,78,19.12060000
古亭,EPA014,2019,4,18,5,78,35.59870000
松山,EPA015,2019,4,18,5,78,22.91690000
大同,EPA016,2019,4,18,5,78,25.62730000
桃園,EPA017,2019,4,18,5,78,46.20350000
大園,EPA018,2019,4,18,5,78,21.06000000
觀音,EPA019,2019,4,18,5,78,21.00220000
平鎮,EPA020,2019,4,18,5,78,30.36840000
龍潭,EPA021,2019,4,18,5,78,40.31490000
湖口,EPA022,2019,4,18,5,78,28.07830000
竹東,EPA023,2019,4,18,5,78,16.73610000
新竹,EPA024,2019,4,18,5,78,25.93380000
頭份,EPA025,2019,4,18,5,78,32.83620000
苗栗,EPA026,2019,4,18,5,78,33.96920000
三義,EPA027,2019,4,18,5,78,22.84390000
豐原,EPA028,2019,4,18,5,78,19.43030000
沙鹿,EPA029,2019,4,18,5,78,19.30970000
大里,EPA030,2019,4,18,5,78,19.65990000
忠明,EPA031,2019,4,18,5,78,19.58040000
西屯,EPA032,2019,4,18,5,78,20.89060000
彰化,EPA033,2019,4,18,5,78,20.14440000
線西,EPA034,2019,4,18,5,78,18.99220000
二林,EPA035,2019,4,18,5,78,20.18880000
南投,EPA036,2019,4,18,5,78,27.17880000
斗六,EPA037,2019,4,18,5,78,14.25660000
崙背,EPA038,2019,4,18,5,78,10.85010000
新港,EPA039,2019,4,18,5,78,16.88390000
朴子,EPA040,2019,4,18,5,78,16.16560000
臺西,EPA041,2019,4,18,5,78,6.02315000
嘉義,EPA042,2019,4,18,5,78,11.10990000
新營,EPA043,2019,4,18,5,78,13.44350000
善化,EPA044,2019,4,18,5,78,21.05070000
安南,EPA045,2019,4,18,5,78,20.02420000
臺南,EPA046,2019,4,18,5,78,18.98840000
美濃,EPA047,2019,4,18,5,78,13.55660000
橋頭,EPA048,2019,4,18,5,78,17.39120000
仁武,EPA049,2019,4,18,5,78,14.57210000
鳳山,EPA050,2019,4,18,5,78,23.83440000
大寮,EPA051,2019,4,18,5,78,35.44990000
林園,EPA052,2019,4,18,5,78,41.69690000
楠梓,EPA053,2019,4,18,5,78,17.35550000
左營,EPA054,2019,4,18,5,78,9.37897000
前金,EPA056,2019,4,18,5,78,19.39580000
前鎮,EPA057,2019,4,18,5,78,27.64150000
小港,EPA058,2019,4,18,5,78,68.25640000
屏東,EPA059,2019,4,18,5,78,20.88330000
潮州,EPA060,2019,4,18,5,78,28.12830000
恆春,EPA061,2019,4,18,5,78,16.48780000
臺東,EPA062,2019,4,18,5,78,16.77870000
花蓮,EPA063,2019,4,18,5,78,23.20970000
陽明,EPA064,2019,4,18,5,78,18.17780000
宜蘭,EPA065,2019,4,18,5,78,20.28420000
冬山,EPA066,2019,4,18,5,78,21.81420000
三重,EPA067,2019,4,18,5,78,21.49210000
中壢,EPA068,2019,4,18,5,78,28.14230000
竹山,EPA069,2019,4,18,5,78,18.96260000
永和,EPA070,2019,4,18,5,78,20.21870000
復興,EPA071,2019,4,18,5,78,28.08510000
埔里,EPA072,2019,4,18,5,78,18.99590000
關山,EPA080,2019,4,18,5,78,16.57650000
金門,EPA101,2019,4,18,5,78,NULL
馬祖,EPA102,2019,4,18,5,78,NULL
阿里山,EPA103,2019,4,18,5,78,16.57860000
麥寮,EPA110,2019,4,18,5,78,16.70260000
基隆,EPA001,2019,4,18,4,77,18.10180000
汐止,EPA002,2019,4,18,4,77,21.81310000
萬里,EPA003,2019,4,18,4,77,20.35040000
新店,EPA004,2019,4,18,4,77,61.05240000
土城,EPA005,2019,4,18,4,77,21.79080000
板橋,EPA006,2019,4,18,4,77,24.55510000
新莊,EPA007,2019,4,18,4,77,23.59820000
菜寮,EPA008,2019,4,18,4,77,25.86300000
林口,EPA009,2019,4,18,4,77,23.14890000
淡水,EPA010,2019,4,18,4,77,33.61230000
士林,EPA011,2019,4,18,4,77,20.37210000
中山,EPA012,2019,4,18,4,77,24.01820000
萬華,EPA013,2019,4,18,4,77,18.82980000
古亭,EPA014,2019,4,18,4,77,23.59070000
松山,EPA015,2019,4,18,4,77,25.55230000
大同,EPA016,2019,4,18,4,77,37.27960000
桃園,EPA017,2019,4,18,4,77,46.77380000
大園,EPA018,2019,4,18,4,77,25.87500000
觀音,EPA019,2019,4,18,4,77,22.53150000
平鎮,EPA020,2019,4,18,4,77,32.87790000
龍潭,EPA021,2019,4,18,4,77,36.92400000
湖口,EPA022,2019,4,18,4,77,25.68460000
竹東,EPA023,2019,4,18,4,77,16.66240000
新竹,EPA024,2019,4,18,4,77,25.23110000
頭份,EPA025,2019,4,18,4,77,27.99430000
苗栗,EPA026,2019,4,18,4,77,38.12730000
三義,EPA027,2019,4,18,4,77,23.28170000
豐原,EPA028,2019,4,18,4,77,17.69980000
沙鹿,EPA029,2019,4,18,4,77,22.17320000
大里,EPA030,2019,4,18,4,77,19.49730000
忠明,EPA031,2019,4,18,4,77,20.49770000
西屯,EPA032,2019,4,18,4,77,23.85440000
彰化,EPA033,2019,4,18,4,77,22.54250000
線西,EPA034,2019,4,18,4,77,20.04500000
二林,EPA035,2019,4,18,4,77,22.80660000
南投,EPA036,2019,4,18,4,77,19.41820000
斗六,EPA037,2019,4,18,4,77,16.10970000
崙背,EPA038,2019,4,18,4,77,10.23350000
新港,EPA039,2019,4,18,4,77,17.37550000
朴子,EPA040,2019,4,18,4,77,17.60390000
臺西,EPA041,2019,4,18,4,77,6.20462000
嘉義,EPA042,2019,4,18,4,77,10.82510000
新營,EPA043,2019,4,18,4,77,13.42390000
善化,EPA044,2019,4,18,4,77,20.28660000
安南,EPA045,2019,4,18,4,77,20.14010000
臺南,EPA046,2019,4,18,4,77,19.40290000
美濃,EPA047,2019,4,18,4,77,12.74470000
橋頭,EPA048,2019,4,18,4,77,18.74040000
仁武,EPA049,2019,4,18,4,77,16.52950000
鳳山,EPA050,2019,4,18,4,77,24.99720000
大寮,EPA051,2019,4,18,4,77,52.57610000
林園,EPA052,2019,4,18,4,77,38.84730000
楠梓,EPA053,2019,4,18,4,77,18.17070000
左營,EPA054,2019,4,18,4,77,10.50760000
前金,EPA056,2019,4,18,4,77,20.99940000
前鎮,EPA057,2019,4,18,4,77,27.63070000
小港,EPA058,2019,4,18,4,77,76.94010000
屏東,EPA059,2019,4,18,4,77,24.51610000
潮州,EPA060,2019,4,18,4,77,28.62590000
恆春,EPA061,2019,4,18,4,77,16.52720000
臺東,EPA062,2019,4,18,4,77,16.84830000
花蓮,EPA063,2019,4,18,4,77,17.48910000
陽明,EPA064,2019,4,18,4,77,18.11860000
宜蘭,EPA065,2019,4,18,4,77,18.27760000
冬山,EPA066,2019,4,18,4,77,19.46070000
三重,EPA067,2019,4,18,4,77,23.39950000
中壢,EPA068,2019,4,18,4,77,24.06330000
竹山,EPA069,2019,4,18,4,77,19.95510000
永和,EPA070,2019,4,18,4,77,20.60730000
復興,EPA071,2019,4,18,4,77,34.38540000
埔里,EPA072,2019,4,18,4,77,17.83180000
關山,EPA080,2019,4,18,4,77,16.71780000
金門,EPA101,2019,4,18,4,77,NULL
馬祖,EPA102,2019,4,18,4,77,NULL
阿里山,EPA103,2019,4,18,4,77,16.51970000
麥寮,EPA110,2019,4,18,4,77,14.90950000
基隆,EPA001,2019,4,18,3,76,17.47500000
汐止,EPA002,2019,4,18,3,76,23.07470000
萬里,EPA003,2019,4,18,3,76,22.56630000
新店,EPA004,2019,4,18,3,76,29.50110000
土城,EPA005,2019,4,18,3,76,32.45130000
板橋,EPA006,2019,4,18,3,76,27.87380000
新莊,EPA007,2019,4,18,3,76,26.51800000
菜寮,EPA008,2019,4,18,3,76,23.76560000
林口,EPA009,2019,4,18,3,76,22.36220000
淡水,EPA010,2019,4,18,3,76,20.19210000
士林,EPA011,2019,4,18,3,76,17.68320000
中山,EPA012,2019,4,18,3,76,18.99810000
萬華,EPA013,2019,4,18,3,76,20.14830000
古亭,EPA014,2019,4,18,3,76,44.87280000
松山,EPA015,2019,4,18,3,76,23.80390000
大同,EPA016,2019,4,18,3,76,34.03510000
桃園,EPA017,2019,4,18,3,76,42.22470000
大園,EPA018,2019,4,18,3,76,30.34070000
觀音,EPA019,2019,4,18,3,76,22.22890000
平鎮,EPA020,2019,4,18,3,76,32.39960000
龍潭,EPA021,2019,4,18,3,76,33.55720000
湖口,EPA022,2019,4,18,3,76,26.91540000
竹東,EPA023,2019,4,18,3,76,16.54680000
新竹,EPA024,2019,4,18,3,76,28.01570000
頭份,EPA025,2019,4,18,3,76,26.95790000
苗栗,EPA026,2019,4,18,3,76,38.17510000
三義,EPA027,2019,4,18,3,76,20.47830000
豐原,EPA028,2019,4,18,3,76,17.92830000
沙鹿,EPA029,2019,4,18,3,76,21.69730000
大里,EPA030,2019,4,18,3,76,22.46040000
忠明,EPA031,2019,4,18,3,76,23.44860000
西屯,EPA032,2019,4,18,3,76,24.05920000
彰化,EPA033,2019,4,18,3,76,26.66440000
線西,EPA034,2019,4,18,3,76,21.95040000
二林,EPA035,2019,4,18,3,76,23.59070000
南投,EPA036,2019,4,18,3,76,20.96150000
斗六,EPA037,2019,4,18,3,76,15.80580000
崙背,EPA038,2019,4,18,3,76,12.70280000
新港,EPA039,2019,4,18,3,76,17.58300000
朴子,EPA040,2019,4,18,3,76,17.85500000
臺西,EPA041,2019,4,18,3,76,6.75680000
嘉義,EPA042,2019,4,18,3,76,10.11730000
新營,EPA043,2019,4,18,3,76,14.12580000
善化,EPA044,2019,4,18,3,76,19.71710000
安南,EPA045,2019,4,18,3,76,19.57470000
臺南,EPA046,2019,4,18,3,76,20.21810000
美濃,EPA047,2019,4,18,3,76,10.41640000
橋頭,EPA048,2019,4,18,3,76,20.16340000
仁武,EPA049,2019,4,18,3,76,26.94880000
鳳山,EPA050,2019,4,18,3,76,29.35370000
大寮,EPA051,2019,4,18,3,76,45.51850000
林園,EPA052,2019,4,18,3,76,87.09740000
楠梓,EPA053,2019,4,18,3,76,18.25780000
左營,EPA054,2019,4,18,3,76,10.79320000
前金,EPA056,2019,4,18,3,76,18.92020000
前鎮,EPA057,2019,4,18,3,76,27.06740000
小港,EPA058,2019,4,18,3,76,96.74950000
屏東,EPA059,2019,4,18,3,76,24.31340000
潮州,EPA060,2019,4,18,3,76,28.73130000
恆春,EPA061,2019,4,18,3,76,16.34290000
臺東,EPA062,2019,4,18,3,76,16.94810000
花蓮,EPA063,2019,4,18,3,76,21.01700000
陽明,EPA064,2019,4,18,3,76,17.63250000
宜蘭,EPA065,2019,4,18,3,76,21.74230000
冬山,EPA066,2019,4,18,3,76,27.38210000
三重,EPA067,2019,4,18,3,76,23.75060000
中壢,EPA068,2019,4,18,3,76,25.88620000
竹山,EPA069,2019,4,18,3,76,18.25220000
永和,EPA070,2019,4,18,3,76,22.61430000
復興,EPA071,2019,4,18,3,76,33.88950000
埔里,EPA072,2019,4,18,3,76,17.52900000
關山,EPA080,2019,4,18,3,76,16.90750000
金門,EPA101,2019,4,18,3,76,NULL
馬祖,EPA102,2019,4,18,3,76,NULL
阿里山,EPA103,2019,4,18,3,76,16.47890000
麥寮,EPA110,2019,4,18,3,76,15.72530000
基隆,EPA001,2019,4,18,2,75,17.76380000
汐止,EPA002,2019,4,18,2,75,20.44880000
萬里,EPA003,2019,4,18,2,75,22.15760000
新店,EPA004,2019,4,18,2,75,42.39760000
土城,EPA005,2019,4,18,2,75,46.14180000
板橋,EPA006,2019,4,18,2,75,29.05950000
新莊,EPA007,2019,4,18,2,75,22.35920000
菜寮,EPA008,2019,4,18,2,75,23.13200000
林口,EPA009,2019,4,18,2,75,22.93150000
淡水,EPA010,2019,4,18,2,75,19.31630000
士林,EPA011,2019,4,18,2,75,18.34440000
中山,EPA012,2019,4,18,2,75,19.11160000
萬華,EPA013,2019,4,18,2,75,18.77330000
古亭,EPA014,2019,4,18,2,75,22.76880000
松山,EPA015,2019,4,18,2,75,19.75870000
大同,EPA016,2019,4,18,2,75,38.20840000
桃園,EPA017,2019,4,18,2,75,31.02900000
大園,EPA018,2019,4,18,2,75,29.13990000
觀音,EPA019,2019,4,18,2,75,20.70200000
平鎮,EPA020,2019,4,18,2,75,31.58720000
龍潭,EPA021,2019,4,18,2,75,32.98790000
湖口,EPA022,2019,4,18,2,75,30.49450000
竹東,EPA023,2019,4,18,2,75,16.58260000
新竹,EPA024,2019,4,18,2,75,30.07480000
頭份,EPA025,2019,4,18,2,75,34.34750000
苗栗,EPA026,2019,4,18,2,75,39.94170000
三義,EPA027,2019,4,18,2,75,22.98500000
豐原,EPA028,2019,4,18,2,75,18.31570000
